ID,Name,Once,Slot,Value,Upgrade,Gold,XP
2064,Begin your Destiny,FALSE,-1,0,FALSE,300,300
2065,Dark Spirit Orbs,FALSE,-1,0,TRUE,10000,10000
2066,Reforging the Blinding Light,TRUE,78,1,FALSE,7770,2000
2067,Secret Order of Undead Slayers,TRUE,78,2,FALSE,2000,500
2068,To be continued next week...,TRUE,78,3,FALSE,0,0
2069,Sepulchure's Armor,FALSE,79,1,TRUE,300,300
2070,Thou Shalt Not Pass,TRUE,77,19,FALSE,1300,1300
2071,Blinded by the Darkness,TRUE,77,20,FALSE,1350,1350
2072,The Tale Never Dies,TRUE,77,21,FALSE,1400,1400
2073,Doom Outside the Dome,TRUE,77,22,FALSE,1500,1500
2074,Last Bastion of Light,TRUE,77,23,FALSE,1550,1550
2075,Shadowy Corruption,TRUE,77,24,FALSE,1600,1600
2076,Strength of the Darkness,TRUE,77,25,FALSE,1650,1650
2077,Bring Down the Necropolis,TRUE,77,26,FALSE,2000,2000
2078,Overlord Evolution,FALSE,-1,0,TRUE,20000,15000
2079,Golden Armored Daimyo,FALSE,-1,0,TRUE,1500,1500
2080,Dark Armored Daimyo,FALSE,-1,0,TRUE,1500,1500
2081,Legion Armored Daimyo,FALSE,-1,0,TRUE,0,0
2082,Essential Essences,FALSE,78,3,FALSE,2500,550
2083,Bust some Dust,FALSE,78,4,FALSE,2500,550
2084,A Loyal Follower,FALSE,78,5,FALSE,2500,550
2085,Chaos Vordred Battle,FALSE,-1,0,TRUE,10000,10000
2086,The Doom that Looms (AC),TRUE,79,2,TRUE,2000,500
2086,The Doom that Looms,TRUE,79,2,TRUE,2000,500
2087,The Doom that Looms,TRUE,79,2,TRUE,2000,500
2088,Toiling with Terror,FALSE,79,3,TRUE,5000,5000
2089,A Penny for your Foughts,FALSE,79,4,TRUE,2500,2500
2090,Dark Spirit Donation,FALSE,79,5,TRUE,2500,550
2091,Mine Crafting,FALSE,78,6,FALSE,5000,5000
2093,Undead Assault,TRUE,80,1,FALSE,250,250
2094,Skull Crusher Mountain,TRUE,80,2,FALSE,400,400
2095,The Undead Giant,TRUE,80,3,FALSE,600,600
2096,Talk to the Knights,TRUE,80,4,FALSE,100,100
2097,Defend the Throne Room,TRUE,80,5,FALSE,500,500
2098,Hard Core Metals,FALSE,79,6,TRUE,5000,5000
2099,Where Shall I Sleep Tonight?,FALSE,-1,0,TRUE,300,300
2100,Fight Fire with Fire!,FALSE,-1,0,TRUE,500,500
2101,No One Said It Would Be Easy,FALSE,-1,0,TRUE,650,650
2102,"Free Us, Oh Brave One!",FALSE,-1,0,TRUE,700,700
2103,Almighty Aluminum Enchantment,FALSE,78,7,FALSE,500,500
2104,Blessed Barium Enchantment,FALSE,78,7,FALSE,500,500
2105,Glorious Gold Enchantment,FALSE,78,7,FALSE,500,500
2106,Immortal Iron Enchantment,FALSE,78,7,FALSE,500,500
2107,Celestial Copper Enchantment,FALSE,78,7,FALSE,500,500
2108,Sanctified Silver Enchantment,FALSE,78,7,FALSE,500,500
2109,Pious Platinum Enchantment,FALSE,78,7,FALSE,500,500
2110,Accursed Arsenic Hex,FALSE,79,7,TRUE,500,500
2111,Baneful Beryllium Hex,FALSE,79,7,TRUE,500,500
2112,Calamitous Chromium Hex,FALSE,79,7,TRUE,500,500
2113,Pernicious Palladium Hex,FALSE,79,7,TRUE,500,500
2114,Reprehensible Rhodium Hex,FALSE,79,7,TRUE,500,500
2115,Treacherous Thorium Hex,FALSE,79,7,TRUE,500,500
2116,Malefic Mercury Hex,FALSE,79,7,TRUE,500,500
2117,Rolith Defeated,TRUE,80,6,FALSE,80,0
2119,Battleon,TRUE,80,11,FALSE,0,0
2120,Lair,TRUE,80,7,FALSE,0,0
2121,Mythsong,TRUE,80,8,FALSE,0,0
2122,Arcangrove,TRUE,80,9,FALSE,0,0
2123,Willowshire,TRUE,80,10,FALSE,0,0
2124,Keep the Area Clear,TRUE,80,12,FALSE,750,750
2125,Defeat Zombie Dragons,TRUE,80,13,FALSE,1000,1000
2126,Defeat Your Fallen Friends,TRUE,80,14,FALSE,1250,1250
2127,Long Unlive the King!,TRUE,80,15,FALSE,1500,1500
2128,Dark Sepulchure Must be Slain!,TRUE,80,16,FALSE,2000,2000
2129,Almighty Aluminum of Destiny,TRUE,78,8,FALSE,0,0
2130,Blessed Barium of Destiny,TRUE,78,8,FALSE,0,0
2131,Glorious Gold of Destiny,TRUE,78,8,FALSE,0,0
2132,Immortal Iron of Destiny,TRUE,78,8,FALSE,0,0
2133,Celestial Copper of Destiny,TRUE,78,8,FALSE,0,0
2134,Sanctified Silver of Destiny,TRUE,78,8,FALSE,0,0
2135,Pious Platinum of Destiny,TRUE,78,8,FALSE,0,0
2136,Basic Weapon Kit Construction,FALSE,78,9,FALSE,500,500
2137,Accursed Arsenic of Doom,TRUE,79,8,TRUE,0,0
2138,Baneful Beryllium of Doom,TRUE,79,8,TRUE,0,0
2139,Calamitous Chromium of Doom,TRUE,79,8,TRUE,0,0
2140,Pernicious Palladium of Doom,TRUE,79,8,TRUE,0,0
2141,Reprehensible Rhodium of Doom,TRUE,79,8,TRUE,0,0
2142,Treacherous Thorium of Doom,TRUE,79,8,TRUE,0,0
2143,Malefic Mercury of Doom,TRUE,79,8,TRUE,0,0
2144,DoomSquire Weapon Kit,FALSE,79,9,TRUE,500,500
2145,Enchanted Inks for Spell Crafting,FALSE,-1,0,TRUE,250,250
2146,Lesser Salves for Spell Crafting,FALSE,-1,0,FALSE,100,100
2147,Runic Salves for Spell Crafting,FALSE,-1,0,FALSE,200,200
2148,Unknown Alloy for Blacksmithing,FALSE,-1,0,TRUE,250,250
2149,Volatile Temper Agent for Blacksmithing,FALSE,-1,0,FALSE,200,200
2150,Glowing Temper Agent for Blacksmithing,FALSE,-1,0,FALSE,100,100
2151,Locate The Sealed Library,TRUE,53,29,FALSE,2000,2000
2152,A Powered Library Lock,TRUE,53,30,FALSE,2000,2000
2153,Luminate the Library Lock,TRUE,53,31,FALSE,2000,2000
2154,Defend the Library!,TRUE,53,32,FALSE,2000,2000
2155,Crossing Over,TRUE,53,33,FALSE,2000,2000
2156,Guardian Of Shurpu,TRUE,53,34,FALSE,2000,2000
2157,Face Xan,TRUE,53,35,FALSE,2000,2000
2162,Advanced Weapon Kit Construction,FALSE,78,10,FALSE,600,600
2163,Ultimate Weapon Kit Construction,FALSE,78,11,FALSE,700,700
2164,DoomSoldier Weapon Kit,FALSE,79,10,TRUE,600,600
2165,DoomKnight Weapon Kit,FALSE,79,11,TRUE,700,700
2166,Medicinal Salves,FALSE,-1,0,FALSE,100,100
2167,Vial of Antitoxins,FALSE,-1,0,TRUE,250,250
2168,Planet Banzai!,TRUE,28,11,FALSE,0,0
2169,L.O.S.E.R. Battle!,TRUE,28,12,FALSE,1000,1000
2170,Down to the Wire,TRUE,28,13,FALSE,1000,1000
2171,J6 in SPAAAAACE!,TRUE,28,14,FALSE,0,0
2172,Secondary Mission,FALSE,-1,0,FALSE,50,50
2173,Mission 5,TRUE,28,15,FALSE,5000,1000
2174,Finding Fragments with Blinding Bow,FALSE,78,12,FALSE,600,600
2175,Finding Fragments with Blinding Daggers,FALSE,78,12,FALSE,600,600
2176,Finding Fragments with Blinding Mace,FALSE,78,12,FALSE,600,600
2177,Finding Fragments with Blinding Scythe,FALSE,78,12,FALSE,600,600
2178,Finding Fragments with Blinding Broadsword,FALSE,78,12,FALSE,600,600
2179,Finding Fragments with Blinding Blade,FALSE,78,12,FALSE,600,600
2180,The Blinding Light of Destiny,FALSE,78,13,FALSE,5000,5000
2181,Pinpoint the Pieces with Necrotic Daggers,FALSE,79,12,TRUE,600,600
2182,Pinpoint the Pieces with Necrotic Shade Blade,FALSE,79,12,TRUE,600,600
2183,Pinpoint the Pieces with Necrotic Broadsword,FALSE,79,12,TRUE,600,600
2184,Pinpoint the Pieces with Necrotic Scythe,FALSE,79,12,TRUE,600,600
2185,Pinpoint the Pieces with Necrotic Mace,FALSE,79,12,TRUE,600,600
2186,Pinpoint the Pieces with Necrotic Bow,FALSE,79,12,TRUE,600,600
2187,Summoning Sepulchure’s Armor,FALSE,79,13,TRUE,6660,6660
2188,PORKON RIPOFF,TRUE,81,1,TRUE,700,700
2189,GRILL THE LOCALS,TRUE,81,2,TRUE,900,900
2190,DOGEAR THE CAT BURGLAR,TRUE,81,3,TRUE,1100,1100
2191,BLOODTUSK CATWALK,TRUE,81,4,TRUE,1300,1300
2192,You scratch me back...,TRUE,81,5,TRUE,1500,1500
2193,...And me scratch yours,TRUE,81,6,TRUE,1700,1700
2194,Sign here,TRUE,81,7,TRUE,1900,1900
2195,THE FRAME UP,TRUE,81,8,TRUE,2000,2000
2196,THAT DARN CAT,TRUE,81,9,TRUE,2000,2000
2197,Temporal Translation Tome,FALSE,-1,0,FALSE,150,150
2198,Restore Tibattleonia!,FALSE,-1,0,TRUE,250,250
2199,Gen Ed Generator,FALSE,-1,0,FALSE,200,200
2200,Speak to the Blue Mage,FALSE,-1,0,FALSE,0,0
2201,Cogs and Gears,FALSE,-1,0,FALSE,175,175
2202,Flourishes and Furbelows,FALSE,-1,0,TRUE,1500,1500
2203,Target Practice,FALSE,-1,0,FALSE,250,250
2204,Do the 'do,FALSE,-1,0,FALSE,225,225
2205,Business is BOOMing,FALSE,-1,0,FALSE,225,225
2206,Strut My Stuff,FALSE,-1,0,TRUE,250,250
2207,Who Let the Togs Out?,FALSE,-1,0,TRUE,1750,1750
2208,You Don't Want To Know...,FALSE,-1,0,FALSE,350,350
2209,Shurpu Blaze Tokens,FALSE,-1,0,FALSE,500,500
2210,MEMBER: Shurpu Blaze Tokens,FALSE,-1,0,TRUE,600,600
2211,"Dem bones, dem icy bones",FALSE,24,14,TRUE,550,300
2212,Icy Screams,FALSE,24,15,TRUE,550,300
2213,Pick Your Battles,FALSE,24,16,TRUE,550,300
2214,Some Good Adv-ice,FALSE,24,17,TRUE,550,300
2215,Shatter It Just a Little Bit,TRUE,24,18,TRUE,55,30
2216,Dage grows stronger!,FALSE,-1,0,FALSE,30,30
2217,Nulgath grows stronger!,FALSE,-1,0,FALSE,30,30
2218,Prove Your Allegiance,FALSE,31,6,FALSE,100,100
2219,Only The Strong Survive Today,FALSE,-1,0,FALSE,100,100
2220,Grind Out Goodness,FALSE,31,6,TRUE,100,100
2221,Crush the Weak,FALSE,-1,0,TRUE,100,100
2222,Find the Shadow's Door,TRUE,82,1,FALSE,100,100
2223,One-way Trip to Neverworld,TRUE,82,2,FALSE,200,200
2224,Slash the Shadows,TRUE,82,3,FALSE,300,300
2225,Deprogramming for Dummies,TRUE,82,4,FALSE,400,400
2226,Guardian of the Lab-rary,TRUE,82,5,FALSE,500,500
2227,Quick switch!,TRUE,82,6,FALSE,600,600
2228,We're BOOM-ed!,TRUE,82,7,FALSE,700,700
2229,De-Generation Situation,TRUE,82,8,FALSE,800,800
2230,Shielded Against the Shadows,TRUE,82,9,FALSE,900,900
2231,Making a Many-armed Army,TRUE,82,10,FALSE,1000,1000
2232,Kreature Kibble  Khaos,TRUE,82,11,FALSE,1100,1100
2233,The Gang's Not All Here,TRUE,82,12,FALSE,1200,1200
2234,Beast Maker Beat-down,TRUE,82,13,FALSE,1300,1300
2235,Farm for Parts,FALSE,-1,0,TRUE,300,300
2236,Beefed Up Baddies,FALSE,-1,0,TRUE,300,300
2237,Souls to Steal,FALSE,31,6,FALSE,500,500
2238,Souls to Feed On,FALSE,-1,0,FALSE,500,500
2239,Time to Learn the Truth,TRUE,83,1,FALSE,200,200
2240,Gain Access to Doors,TRUE,83,2,FALSE,300,300
2241,Adventures and Quests,TRUE,83,3,FALSE,400,400
2242,A Fable of Dragons,TRUE,83,4,FALSE,500,500
2243,Mechas and Quests,TRUE,83,5,FALSE,600,600
2244,After the Chaos,TRUE,83,6,FALSE,700,700
2246,Lack of Four-sight,FALSE,31,6,FALSE,250,250
2247,Speak no Legion Evil,FALSE,-1,0,FALSE,250,250
2248,Hoof it til it Beaks,FALSE,-1,0,TRUE,200,200
2249,Bind it with Twine,FALSE,-1,0,TRUE,200,200
2250,Hold it Together,FALSE,-1,0,TRUE,200,200
2251,Build a Beast!,TRUE,34,32,TRUE,2000,2000
2252,Break a Beast!,TRUE,34,33,TRUE,2000,2000
2253,Trust is Not Ephemeral,TRUE,83,7,FALSE,750,750
2254,In a Split Exasecond,TRUE,83,8,FALSE,800,800
2255,Time to Prove Yourself,TRUE,83,9,FALSE,900,900
2256,Fill the Empty Hours,TRUE,83,10,FALSE,950,950
2257,Clock of the Long Now,TRUE,83,11,FALSE,950,950
2258,Unending Avatar,TRUE,83,12,FALSE,1000,1000
2259,Obtain the Dark Caster Class,FALSE,-1,0,FALSE,500,500
2260,You'll need a Spellbook!,TRUE,84,1,FALSE,500,500
2261,Learned All Ember Spells,TRUE,84,2,FALSE,0,0
2262,Learned All Radiant Spells,TRUE,84,3,FALSE,0,0
2263,Learned All Runic Spells,TRUE,84,4,FALSE,0,0
2264,Learned All Fading Spells,TRUE,84,5,FALSE,0,0
2265,Learned All Elemental Spells,TRUE,84,6,FALSE,0,0
2266,Learned All Hallow Spells,TRUE,84,7,FALSE,0,0
2267,Learned All Zealous Spells,TRUE,84,8,FALSE,0,0
2268,Learned All Enchanted Spells,TRUE,84,9,FALSE,0,0
2269,Learned All Archmage Spells,TRUE,84,10,FALSE,0,0
2270,Train Evil's Army for the Alliance!,FALSE,86,2,FALSE,300,300
2271,Chaos in Hachiko,TRUE,86,3,FALSE,400,400
2272,Hounds of Evil,TRUE,86,4,FALSE,500,500
2273,Dragon Egg Smash!,TRUE,86,5,FALSE,600,600
2274,Poisonforest Bandit Attack!,TRUE,86,6,FALSE,700,700
2275,Shadows of the Past,TRUE,86,8,FALSE,800,800
2276,Swordhaven Candy Thief,TRUE,86,7,FALSE,1500,500
2277,Slayer of Chaos?,FALSE,-1,0,TRUE,500,500
2278,Hounds of Good,TRUE,85,4,FALSE,300,300
2279,Dragon Egg Savior!,TRUE,85,5,FALSE,500,500
2280,Rescue Poisonforest Villagers!,TRUE,85,6,FALSE,700,700
2281,Shadows of the Past,TRUE,85,8,FALSE,800,800
2282,Swordhaven Candy Return,TRUE,85,7,FALSE,1500,500
2283,Slayer of Chaos?,FALSE,-1,0,TRUE,500,500
2284,For Good,TRUE,85,1,FALSE,0,0
2285,For Evil,TRUE,86,1,FALSE,0,0
2286,Train Evil's Army for the Alliance!,TRUE,85,2,FALSE,300,300
2287,Chaos in Hachiko,TRUE,85,3,FALSE,400,400
2288,Purely Elemental Knowledge,TRUE,87,1,FALSE,200,200
2289,Animal vs Human?,TRUE,87,2,FALSE,400,400
2290,Gateways to Chaos?,TRUE,87,3,FALSE,600,600
2291,The Nature of Chaos,TRUE,87,4,FALSE,800,800
2292,Chaos Theory,TRUE,87,5,FALSE,1000,1000
2293,A Little Chaos Goes a Long Way,TRUE,87,6,FALSE,1200,1200
2294,Dys-Geni-c Chaorruption?,FALSE,-1,0,TRUE,5000,5000
2295,Crafted: Scroll of Fireball,FALSE,-1,0,FALSE,0,0
2296,Crafted: Scroll of Shadowburn,FALSE,-1,0,FALSE,0,0
2297,Crafted: Scroll of Plasma Bolt,FALSE,-1,0,FALSE,0,0
2298,Crafted: Scroll of Dark Energy,FALSE,-1,0,FALSE,0,0
2299,Crafted: Scrolls of Ssikari's Breath,FALSE,-1,0,FALSE,0,0
2300,Crafted: Scrolls of Shadow Bolt,FALSE,-1,0,FALSE,0,0
2301,Crafted: Scrolls of Diamond Cage,FALSE,-1,0,FALSE,0,0
2302,Crafted: Scrolls of Exorcise,FALSE,-1,0,FALSE,0,0
2303,Crafted: Scrolls of Acid Rain,FALSE,-1,0,FALSE,0,0
2304,Crafted: Scrolls of Heart Beat,FALSE,-1,0,FALSE,0,0
2305,Crafted: Scrolls of Corrosion,FALSE,-1,0,FALSE,0,0
2306,Crafted: Scrolls of Crushing Wave,FALSE,-1,0,FALSE,0,0
2307,Crafted: Scrolls of Wind Strike,FALSE,-1,0,FALSE,0,0
2308,Crafted: Scrolls of Arc Lightning,FALSE,-1,0,FALSE,0,0
2309,Crafted: Scrolls of Spirit Rend,FALSE,-1,0,FALSE,0,0
2310,Crafted: Scrolls of Dark Arc,FALSE,-1,0,FALSE,0,0
2311,Crafted: Scrolls of Chains,FALSE,-1,0,FALSE,0,0
2312,Crafted: Scrolls of Eclipse,FALSE,-1,0,FALSE,0,0
2313,Crafted: Scrolls of Purge,FALSE,-1,0,FALSE,0,0
2314,Crafted: Scrolls of Scorched Steel,FALSE,-1,0,FALSE,0,0
2315,Crafted: Scrolls of Fire Bolt,FALSE,-1,0,FALSE,0,0
2316,Crafted: Scrolls of Holy Bolt,FALSE,-1,0,FALSE,0,0
2317,Crafted: Scrolls of Blessed Shard,FALSE,-1,0,FALSE,0,0
2318,Crafted: Scrolls of Frostbite,FALSE,-1,0,FALSE,0,0
2319,Crafted: Scrolls of Geyser,FALSE,-1,0,FALSE,0,0
2320,Crafted: Scrolls of Fire Flare,FALSE,-1,0,FALSE,0,0
2321,Crafted: Scrolls of Frost Flare,FALSE,-1,0,FALSE,0,0
2322,Crafted: Scrolls of Plague Flare,FALSE,-1,0,FALSE,0,0
2323,Crafted: Scrolls of Charged Flare,FALSE,-1,0,FALSE,0,0
2324,Crafted: Scrolls of Doom Flare,FALSE,-1,0,FALSE,0,0
2325,Crafted: Scrolls of Holy Flare,FALSE,-1,0,FALSE,0,0
2326,Crafted: Scrolls of Blinding Light,FALSE,-1,0,FALSE,0,0
2327,Crafted: Scrolls of Guardian Blast,FALSE,-1,0,FALSE,0,0
2328,Crafted: Scrolls of Shadow Blade,FALSE,-1,0,FALSE,0,0
2329,Crafted: Scrolls of Furious Gale,FALSE,-1,0,FALSE,0,0
2330,Crafted: Scrolls of Enrage,FALSE,-1,0,FALSE,0,0
2331,Crafted: Scrolls of Decay,FALSE,-1,0,FALSE,0,0
2332,Crafted: Scrolls of Death Pact,FALSE,-1,0,FALSE,0,0
2333,Crafted: Scrolls of Cantor's Lament,FALSE,-1,0,FALSE,0,0
2334,Crafted: Scrolls of Pulse Compression,FALSE,-1,0,FALSE,0,0
2335,Crafted: Scrolls of Dissonance,FALSE,-1,0,FALSE,0,0
2336,Crafted: Scrolls of Soul Crush,FALSE,-1,0,FALSE,0,0
2337,Crafted: Scrolls of Void Strike,FALSE,-1,0,FALSE,0,0
2338,Crafted: Scrolls of Psychic Wave,FALSE,-1,0,FALSE,0,0
2339,Crafted: Scrolls of Chaos Fog,FALSE,-1,0,FALSE,0,0
2340,Crafted: Scrolls of Torment,FALSE,-1,0,FALSE,0,0
2341,Crafted: Scrolls of Shift Burn,FALSE,-1,0,FALSE,0,0
2342,Crafted: Scrolls of Freezing Flame,FALSE,-1,0,FALSE,0,0
2343,Crafted: Scrolls of Fire Storm,FALSE,-1,0,FALSE,0,0
2344,Crafted: Scrolls of Mystify,FALSE,-1,0,FALSE,0,0
2345,Crafted: Scrolls of Wither,FALSE,-1,0,FALSE,0,0
2346,Crafted: Scrolls of Underworld,FALSE,-1,0,FALSE,0,0
2347,Crafted: Scrolls of Ethereal Slumber,FALSE,-1,0,FALSE,0,0
2348,Crafted: Scrolls of Ethereal Curse,FALSE,-1,0,FALSE,0,0
2349,Crafted: Scrolls of Dark Grip,FALSE,-1,0,FALSE,0,0
2350,Crafted: Scrolls of Weaken,FALSE,-1,0,FALSE,0,0
2351,Crafted: Scrolls of Talon Twisting,FALSE,-1,0,FALSE,0,0
2352,Crafted: Scrolls of Petrify,FALSE,-1,0,FALSE,0,0
2353,Crafted: Scrolls of Cripple,FALSE,-1,0,FALSE,0,0
2354,The Dead City,TRUE,88,1,FALSE,500,500
2355,Grains of Chaos,TRUE,88,2,FALSE,700,700
2356,Call of the Sun,TRUE,88,3,FALSE,900,900
2357,Shattered Past,TRUE,88,4,FALSE,1100,1100
2358,The Spoiler,TRUE,88,5,FALSE,1300,1300
2359,Heart Of The Sun,TRUE,88,6,FALSE,1500,1500
2360,The Sol,TRUE,88,7,FALSE,1700,1700
2361,Star of the Wild,TRUE,88,8,FALSE,1900,1900
2362,Star of the Seas,TRUE,88,9,FALSE,2100,2100
2363,Star of the Earth,TRUE,88,10,FALSE,2300,2300
2364,The Star of Flames,TRUE,88,11,FALSE,2500,2500
2365,Waking History,TRUE,89,1,FALSE,500,500
2366,Gathering Shadows,TRUE,89,2,FALSE,700,700
2367,A Less Direct Path,TRUE,89,3,FALSE,900,900
2368,Interference,TRUE,89,4,FALSE,1100,1100
2369,The Race Is On,TRUE,89,5,FALSE,1300,1300
2370,The Darkness Inside,TRUE,89,6,FALSE,1500,1500
2371,The Luna,TRUE,89,7,FALSE,1700,1700
2372,Star of the Wild,TRUE,89,8,FALSE,1900,1900
2373,Star of the Seas,TRUE,89,9,FALSE,2100,2100
2374,The Star of Earth,TRUE,89,10,FALSE,2300,2300
2375,Star of the Flames,TRUE,89,11,FALSE,2500,2500
2376,Construct Your Reality,TRUE,83,13,FALSE,1100,1100
2377,Reach the Temple,TRUE,83,14,FALSE,1200,1200
2378,Not All Hope is Lost,TRUE,83,15,FALSE,1300,1300
2379,Bolster the Elements,TRUE,83,16,FALSE,1400,1400
2380,Maintain Elemental Strength,TRUE,83,17,FALSE,1500,1500
2381,Rescue the Innocent,TRUE,83,18,FALSE,1600,1600
2382,Get Fired Up... or Shatter!,TRUE,83,19,FALSE,1700,1700
2383,Enemies on Ice,TRUE,83,20,FALSE,1800,1800
2384,Tek-nical Forging Skill,TRUE,83,21,FALSE,1900,1900
2385,Akriloth Assault,TRUE,83,22,FALSE,2000,2000
2386,Proto-Chaos Beast Battle!,TRUE,83,23,FALSE,10000,20000
2387,Night of 100 Ninjas,FALSE,-1,0,TRUE,10000,30000
2388,Ultra Carnax Challenge Fight!,FALSE,90,1,TRUE,10000,10000
2389,Aye for an Aye,FALSE,91,1,FALSE,919,919
2390,Skull and Crossed Bones,FALSE,91,2,FALSE,919,919
2391,Off the Hook!,FALSE,91,3,FALSE,919,919
2392,Booty and the Beast,FALSE,91,4,TRUE,919,919
2393,A Pirate's Lunch For Me,FALSE,91,5,TRUE,919,919
2394,Thee Seven C's!,FALSE,91,6,TRUE,919,919
2401,If You Wanna Bake A Cake...,TRUE,92,1,FALSE,300,300
2402,"Gimme Some Sugar, Baby!",TRUE,92,2,FALSE,400,400
2403,A-Salt and Batter-y,TRUE,92,3,FALSE,500,500
2404,Purissimo Aquae,TRUE,92,4,FALSE,600,600
2405,SPOOOOOOON!,TRUE,92,5,FALSE,700,700
2406,Memoirs Of A Sailor,TRUE,92,6,FALSE,800,800
2407,Snare Some Goats,TRUE,92,7,FALSE,900,900
2408,Keys To The Love Goat,TRUE,92,8,FALSE,1000,1000
2409,Snares Shmares,TRUE,92,9,FALSE,1100,1100
2410,MEGA-GOAT!,TRUE,92,10,FALSE,1200,1200
2411,Crush The Crashers,TRUE,92,11,FALSE,1300,1300
2412,Marriage Is Full Of Pitfalls,TRUE,92,12,FALSE,1400,1400
2413,A Favorable Outcome,TRUE,92,13,FALSE,1500,1500
2414,Let's Get Filthy,TRUE,92,14,FALSE,1600,1600
2415,Like T-shirts to a Flame,FALSE,-1,0,FALSE,250,250
2416,I Bless the Rains Down in Lore,FALSE,-1,0,FALSE,250,250
2417,The Wind Beneath My Moglin,FALSE,-1,0,FALSE,250,250
2418,Like T-shirts to a Flame,FALSE,-1,0,FALSE,250,250
2419,I Bless the Rains Down in Lore,FALSE,-1,0,FALSE,250,250
2420,The Wind Beneath My Moglin,FALSE,-1,0,FALSE,250,250
2421,Time is Running Out,TRUE,93,1,FALSE,400,400
2422,Thief of Hours,TRUE,93,2,FALSE,500,500
2423,Death-dealing Blows,TRUE,93,3,FALSE,600,600
2424,Fear the Reaper,TRUE,93,4,FALSE,700,700
2425,Master Death's Realm,TRUE,93,5,FALSE,800,800
2426,Real Live Hero-Training,TRUE,93,6,FALSE,900,900
2427,The Living Library,TRUE,93,7,FALSE,1000,1000
2428,Understanding Xhar Morghuil,TRUE,93,8,FALSE,1100,1100
2429,Door to Eternity,TRUE,93,9,FALSE,1200,1200
2430,Death vs Death,TRUE,93,10,FALSE,1500,1500
2440,Alina's Go-Go Potion,TRUE,94,1,FALSE,500,500
2441,From The Heart,TRUE,94,2,FALSE,700,700
2442,The Duke's Judgement,TRUE,94,3,FALSE,900,900
2443,Tog Tamer,TRUE,94,4,FALSE,1100,1100
2444,Get  Your Pinks Whiter,TRUE,94,5,FALSE,1300,1300
2445,Gal's Gift,TRUE,94,6,FALSE,1500,1500
2446,Chilly Reception,TRUE,94,7,FALSE,1700,1700
2447,The Best Paladin,TRUE,94,8,FALSE,1900,1900
2448,From The Soul,TRUE,94,9,FALSE,2000,2000
2449,Wedding Wrong,TRUE,94,10,FALSE,2000,2000
2450,The Missing Happy Couple,TRUE,94,11,FALSE,2000,2000
2451,Just In Time,TRUE,94,12,FALSE,2000,2000
2452,Saving Time,TRUE,94,13,FALSE,2000,2000
2453,Break Time!,TRUE,94,14,FALSE,2000,2000
2454,Reflect Upon the Situation,FALSE,95,1,FALSE,300,300
2455,Escape the Insanity!,TRUE,95,2,FALSE,400,400
2456,Smoke and Mirrors,TRUE,95,3,FALSE,500,500
2457,Shot in the Dark,FALSE,95,4,FALSE,600,600
2458,Cyser-Oh Where Art Thou?,TRUE,95,5,FALSE,700,700
2459,Tricks Trail Trackin',TRUE,95,6,FALSE,800,800
2460,Cultivate Answers,FALSE,95,7,FALSE,900,900
2461,One Found Doll,TRUE,95,8,FALSE,1000,1000
2462,The Key to Saving Kimberly,FALSE,95,9,FALSE,1100,1100
2463,Right Tool for the Job,TRUE,95,10,FALSE,1200,1200
2464,Pick the Lock,TRUE,95,11,FALSE,1300,1300
2465,Destroy De'Sawed,TRUE,95,12,FALSE,1500,1500
2466,Demolish De'Sawed FOR REAL,TRUE,95,13,FALSE,2000,2000
2470,Elemental Orb Awareness,TRUE,83,24,FALSE,500,500
2471,Fight Chaos with Fire!,TRUE,83,25,FALSE,550,550
2472,Save Aria,TRUE,83,26,FALSE,600,600
2473,Find the Time to Travel,TRUE,83,27,FALSE,650,650
2474,Dragon Egg... or Junk?,TRUE,83,28,FALSE,700,700
2475,Dracolich Fortress Detected,TRUE,83,29,FALSE,750,750
2476,Bone up on the Boss,TRUE,83,30,FALSE,800,800
2477,Defend the Town!,TRUE,83,31,FALSE,800,800
2478,"ChickenCows, Bacon, and Battle!",TRUE,83,32,FALSE,850,850
2479,The 2nd Proto-Chaos Beast,TRUE,83,33,FALSE,10000,20000
2480,Golden DrAEgon Hunt,FALSE,-1,0,FALSE,100,500
2481,Lost Supplies,FALSE,-1,86,FALSE,10,10
2482,Master Exos' Keep,TRUE,34,34,TRUE,500,500
2484,Break the Chains,FALSE,34,0,TRUE,500,500
2486,Eye Spy Victory!,FALSE,34,0,TRUE,500,500
2487,Defeat Exos,TRUE,34,35,TRUE,1000,1000
2488,Defeat Ultra Exos,FALSE,34,35,TRUE,800,1500
2489,Discover the Passage,FALSE,34,0,TRUE,500,500
2490,Farm Frenzy,FALSE,-1,0,FALSE,0,0
2491,Wish on a Dish,FALSE,-1,0,FALSE,200,200
2492,The Root of all Evil,FALSE,-1,0,FALSE,300,300
2493,Home for the Holidays,FALSE,-1,0,FALSE,400,400
2494,Human-nequins,FALSE,-1,0,FALSE,500,500
2495,Defeat then Eat!,FALSE,-1,0,FALSE,600,600
2496,Fowl Play,FALSE,-1,0,TRUE,1122,1122
2500,Goblin Wolf-rider Quest,FALSE,-1,0,FALSE,300,300
2501,Goblin Forest Warrior Quest,FALSE,-1,0,FALSE,300,300
2504,Board the Ship to Your Future,TRUE,100,1,FALSE,400,400
